date,time,full_address,formatted_address,lat,lng,gender,race,idot,verbal_warning,citation_issued,num_citations,search,arrested,dawn,sunrise,noon,sunset,dusk
2018-07-02,19:37:00,"5100 S. Woodlawn, Chicago, IL","5100 S Woodlawn Ave, Chicago, IL 60615, USA",41.802122,-87.59698999999999,Male,African American,Speed,1,0,0.0,No,0,04:45:24.582932,05:20:07.687542,12:54:21,20:28:38.479871,21:03:18.305950
2018-07-02,22:28:00,"6000 S. Drexel, Chicago, IL","6000 S Drexel Ave, Chicago, IL 60637, USA",41.7858787,-87.6044278,Male,African American,Traffic Sign/Signal,0,1,1.0,No,0,04:45:30.527565,05:20:12.801947,12:54:23,20:28:36.946645,21:03:15.946607
2018-07-03,00:22:00,"Midway Plaisance at Ellis, Chicago, IL","Midway Plaisance & S Ellis Ave, Chicago, IL 60637, USA",41.787163,-87.601216,Male,Hispanic,Lane Violation,1,0,0.0,No,0,04:46:05.447504,05:20:44.753445,12:54:33,20:28:24.444260,21:03:00.214300
2018-07-03,10:49:00,"6300 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Equipment,0,1,1.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,10:49:00,"6300 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Equipment,0,1,1.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,10:49:00,"6300 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Equipment,0,1,1.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,15:54:00,"921 E 54th, Chicago, IL","921 E 54th St, Chicago, IL 60615, USA",41.7977041,-87.6029097,Male,African American,Lane Violation,1,0,0.0,No,0,04:46:03.167406,05:20:43.009588,12:54:34,20:28:26.993754,21:03:03.297158
2018-07-03,16:18:00,"1108 E 53rd, Chicago, IL","1108 E 53rd St, Chicago, IL 60615, USA",41.7995071,-87.5986416,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:46:01.682938,05:20:41.616925,12:54:33,20:28:26.336211,21:03:02.730931
2018-07-03,16:25:00,"1427 E 60th, Chicago, IL","The University of Chicago Press, 1427 E 60th St, Chicago, IL 60637, USA",41.7857447,-87.5902973,Male,African American,Equipment,1,0,0.0,No,0,04:46:03.187301,05:20:42.421218,12:54:31,20:28:21.535884,21:02:57.234295
2018-07-03,16:42:00,"1418 E Hyde Park, Chicago, IL","1418 E Hyde Park Blvd, Chicago, IL 60615, USA",41.8025923,-87.5910993,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:45:59.085333,05:20:39.176443,12:54:31,20:28:25.153778,21:03:01.704784
2018-07-03,16:58:00,"5100 Dorchester, Chicago, IL","5100 S Dorchester Ave, Chicago, IL 60615, USA",41.8020492,-87.592134,Male,African American,Traffic Sign/Signal,0,1,2.0,No,0,04:45:59.472258,05:20:39.535708,12:54:31,20:28:25.291612,21:03:01.815105
2018-07-03,17:11:00,"6000 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,17:11:00,"6000 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,17:11:00,"6000 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,17:32:00,"5500 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,Caucasian,Moving Violation - Other,1,0,0.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,17:32:00,"5500 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,Caucasian,Moving Violation - Other,1,0,0.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,17:32:00,"5500 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,Caucasian,Moving Violation - Other,1,0,0.0,No,0,04:45:55.740783,05:20:39.692879,12:54:47,20:28:56.521911,21:03:36.913104
2018-07-03,20:59:00,"Midway Plaisance/ Cottage
Grove, Chicago, IL","Midway Plaisance & Cottage Grove, Chicago, IL 60637, USA",41.786358,-87.60625499999999,Male,African American,Traffic Sign/Signal,0,1,1.0,No,0,04:46:06.862509,05:20:46.127471,12:54:34,20:28:25.489811,21:03:01.219088
2018-07-03,23:30:00,"5500 S. Greenwood, Chicago, IL","5500 S Greenwood Ave, Chicago, IL 60637, USA",41.794837,-87.5998068,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:46:03.153299,05:20:42.849608,12:54:33,20:28:25.666187,21:03:01.824502
2018-07-03,23:54:00,"950 E. 59th St., Chicago, IL","950 E 59th St, Chicago, IL 60637, USA",41.7878636,-87.60211729999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:46:05.485377,05:20:44.826938,12:54:33,20:28:24.802949,21:03:00.608417
2018-07-04,00:12:00,"6300 S. Stony Island, Chicago, IL","6300 S Stony Island Ave, Chicago, IL 60637, USA",41.7804968,-87.5865529,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:46:41.384108,05:21:17.078983,12:54:41,20:28:05.474686,21:02:37.381107
2018-07-04,13:02:00,"5500 S. Greenwood, Chicago, IL","5500 S Greenwood Ave, Chicago, IL 60637, USA",41.794837,-87.5998068,Male,Caucasian,Traffic Sign/Signal,0,1,1.0,No,0,04:46:40.929697,05:21:17.350172,12:54:44,20:28:11.555246,21:02:44.183079
2018-07-04,20:26:00,"5300 S Kenwood, Chicago, IL","5300 S Kenwood Ave, Chicago, IL 60615, USA",41.79948400000001,-87.5925496,Male,African American,Traffic Sign/Signal,0,1,1.0,No,0,04:46:38.008169,05:21:14.664058,12:54:42,20:28:10.753978,21:02:43.615875
2018-07-06,00:34:00,"5500 S Shore Drive, Chicago, IL","5500 S Shore Dr, Chicago, IL 60637, USA",41.7946724,-87.5809429,Female,Caucasian,Traffic Sign/Signal,0,1,2.0,No,0,04:47:57.045583,05:22:26.214140,12:55:00,20:27:32.453592,21:01:57.341741
2018-07-06,13:29:00,"6300 Ingleside, Chicago, IL","6300 S Ingleside Ave, Chicago, IL 60637, USA",41.7804479,-87.60167059999999,Female,African American,Moving Violation - Other,1,0,0.0,No,0,04:48:05.591505,05:22:34.047693,12:55:05,20:27:34.582623,21:01:58.763034
2018-07-06,15:22:00,"6100 Dorchester, Chicago, IL","6100 S Dorchester Ave, Chicago, IL 60637, USA",41.783985,-87.5921748,Male,African American,Lane Violation,0,1,2.0,No,0,04:48:02.424182,05:22:31.057483,12:55:03,20:27:33.011320,21:01:57.367696
2018-07-06,16:44:00,"1374 Madison Park, Chicago, IL","1374 E Madison Park, Chicago, IL 60615, USA",41.803626,-87.5921164,Male,African American,Lane Violation,1,0,0.0,No,0,04:47:57.480922,05:22:27.098016,12:55:03,20:27:36.925885,21:02:02.259636
2018-07-06,16:57:00,"1153 E 61st, Chicago, IL","1153 E 61st St, Chicago, IL 60637, USA",41.7840114,-87.5970782,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:48:03.594946,05:22:32.229517,12:55:04,20:27:34.193151,21:01:58.550784
2018-07-06,22:11:00,"5500 S. Woodlawn, Chicago, IL","5500 S Woodlawn Ave, Chicago, IL 60637, USA",41.7948135,-87.5975445,Male,African American,Moving Violation - Other,1,0,0.0,No,0,04:48:00.996488,05:22:30.171935,12:55:04,20:27:36.465306,21:02:01.360289
2018-07-06,22:15:00,"5500 S. University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:48:01.246564,05:22:30.411724,12:55:04,20:27:36.622696,21:02:01.507458
2018-07-06,22:38:00,"4900 S. Kenwood, Chicago, IL","4900 S Kenwood Ave, Chicago, IL 60615, USA",41.8060383,-87.5935387,Male,African American,Traffic Sign/Signal,0,1,1.0,No,0,04:47:57.216728,05:22:26.954737,12:55:03,20:27:37.749868,21:02:03.203745
2018-07-06,23:02:00,"5100 S. Drexel, Chicago, IL","5100 S Drexel Blvd, Chicago, IL 60615, USA",41.8022824,-87.6041743,Male,African American,Moving Violation - Other,1,0,0.0,No,0,04:48:00.713562,05:22:30.263181,12:55:06,20:27:39.550292,21:02:04.817001
2018-07-07,10:30:00,"6200 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Male,African American,Equipment,1,0,0.0,No,0,04:48:37.304068,05:23:06.692231,12:55:29,20:27:47.065363,21:02:11.911738
2018-07-07,11:28:00,"5200 University, Chicago, IL","5200 S University Ave, Chicago, IL 60615, USA",41.8004821,-87.598599,Male,African American,Traffic Sign/Signal,0,1,2.0,No,0,04:48:42.563871,05:23:08.068471,12:55:14,20:27:17.422521,21:01:38.412190
2018-07-07,12:56:00,"5800 Woodlawn, Chicago, IL","5800 S Stony Island Ave, Chicago, IL 60637, USA",41.7892419,-87.5870844,Male,Caucasian,Lane Violation,1,0,0.0,No,0,04:48:42.603340,05:23:07.548331,12:55:12,20:27:12.425281,21:01:32.859205
2018-07-07,13:12:00,"5500 Lake Park, Chicago, IL","5500 S Lake Park Ave, Chicago, IL 60637, USA",41.7950649,-87.5878062,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:48:41.324033,05:23:06.558930,12:55:12,20:27:13.755897,21:01:34.477730
2018-07-07,13:15:00,"5500 Harper, Chicago, IL","5500 S Harper Ave, Chicago, IL 60637, USA",41.7950057,-87.58873059999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:48:41.560771,05:23:06.792710,12:55:12,20:27:13.965930,21:01:34.684823
2018-07-07,16:59:00,"5800 Kimbark, Chicago, IL","5800 S Kimbark Ave, Chicago, IL 60637, USA",41.7896202,-87.5947987,Female,Caucasian,Lane Violation,1,0,0.0,No,0,04:48:44.361343,05:23:09.325078,12:55:14,20:27:14.351439,21:01:34.803973
2018-07-07,21:49:00,"5600 S. Stony Island, Chicago, IL","5600 S Stony Island Ave, Chicago, IL 60637, USA",41.793392,-87.586911,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:48:41.526444,05:23:06.678048,12:55:12,20:27:13.208557,21:01:33.847671
2018-07-07,23:47:00,"5700 S. Woodlawn, Chicago, IL","5700 S Woodlawn Ave, Chicago, IL 60637, USA",41.7912895,-87.5968439,Female,Hispanic,Traffic Sign/Signal,1,0,0.0,No,0,04:48:44.436041,05:23:09.482853,12:55:14,20:27:15.173947,21:01:35.708984
2018-07-08,10:29:00,"5500 Lake Park, Chicago, IL","5500 S Lake Park Ave, Chicago, IL 60637, USA",41.7950649,-87.5878062,Male,African American,Moving Violation - Other,1,0,0.0,No,0,04:49:25.603153,05:23:46.674434,12:55:21,20:26:51.240382,21:01:07.574061
2018-07-08,10:40:00,"5900 Cottage, Chicago, IL","W Cottage Pl, Chicago, IL 60607, USA",41.8782188,-87.657629,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:49:21.714208,05:23:46.912869,12:55:38,20:27:24.440606,21:01:44.871640
2018-07-08,16:44:00,"1420 E 53rd, Chicago, IL","1420 E 53rd St, Chicago, IL 60615, USA",41.7997902,-87.5909647,Female,Hispanic,Traffic Sign/Signal,1,0,0.0,No,0,04:49:25.189926,05:23:46.495064,12:55:22,20:26:52.931469,21:01:09.497308
2018-07-08,16:49:00,"6219 Woodlawn, Chicago, IL","6219 S Woodlawn Ave, Chicago, IL 60637, USA",41.7817879,-87.5960664,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:49:30.877392,05:23:51.291831,12:55:23,20:26:50.600951,21:01:06.282543
2018-07-08,17:08:00,"5100 Kimbark, Chicago, IL","5100 S Kimbark Ave, Chicago, IL 60615, USA",41.802037,-87.59549799999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:49:25.721291,05:23:47.137618,12:55:23,20:26:54.462969,21:01:11.139187
2018-07-08,18:23:00,"5200 S. Cottage Grove, Chicago, IL","5200 S Cottage Grove Ave, Chicago, IL 60615, USA",41.7990635,-87.6070701,Male,African American,Lane Violation,0,1,1.0,No,0,04:49:29.237441,05:23:50.506413,12:55:26,20:26:56.652176,21:01:13.182098
2018-07-08,20:58:00,"5600 S. Drexel, Chicago, IL","5600 S Drexel Ave, Chicago, IL 60637, USA",41.7930205,-87.603966,Male,Caucasian,Lane Violation,1,0,0.0,No,0,04:49:29.990367,05:23:50.960288,12:55:25,20:26:54.713956,21:01:10.946998
2018-07-08,21:26:00,"5500 S. Kimbark, Chicago, IL","5500 S Kimbark Ave, Chicago, IL 60637, USA",41.7950476,-87.59492019999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:49:27.315692,05:23:48.386032,12:55:23,20:26:52.943860,21:01:09.276600
2018-07-08,22:00:00,"Midway Plaisance/Dorchester, Chicago, IL","Midway Plaisance & S Dorchester Ave, Chicago, IL 60637, USA",41.7872723,-87.59150489999999,Male,African American,Traffic Sign/Signal,1,0,0.0,Yes,0,04:49:28.422971,05:23:49.108669,12:55:22,20:26:50.589141,21:01:06.540029
2018-07-09,08:13:00,"5300 S. Ingleside, Chicago, IL","5300 S Ingleside Ave, Chicago, IL 60615, USA",41.7993622,-87.6028358,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:50:13.931306,05:24:30.847964,12:55:34,20:26:31.089747,21:00:43.050887
2018-07-09,13:21:00,"5400 S. Ingleside, Chicago, IL","5400-5408 S Ingleside Ave, Chicago, IL 60615, USA",41.7976778,-87.60302709999999,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,04:50:14.392141,05:24:31.225959,12:55:34,20:26:30.805272,21:00:42.684201
2018-07-09,14:51:00,"6100 S. Ingleside, Chicago, IL","6100 S Ingleside Ave, Chicago, IL 60637, USA",41.7839183,-87.6031019,Female,African American,Lane Violation,0,1,2.0,Yes,0,04:50:17.798135,05:24:33.955660,12:55:34,20:26:28.125252,21:00:39.333026
2018-07-09,15:08:00,"5500 S. Ingleside, Chicago, IL","5500 S Ingleside Ave, Chicago, IL 60615, USA",41.7956411,-87.6030093,Male,Caucasian,Lane Violation,1,0,0.0,No,0,04:50:14.889501,05:24:31.623169,12:55:34,20:26:30.401556,21:00:42.181097
2018-07-10,12:28:00,"5500 S. Woodlawn, Chicago, IL","5500 S Woodlawn Ave, Chicago, IL 60637, USA",41.7948135,-87.5975445,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:51:01.004277,05:25:13.137999,12:55:42,20:26:02.255043,21:00:09.227107
2018-07-10,12:45:00,"5500 S. University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Female,Hispanic,Traffic Sign/Signal,1,0,0.0,No,0,04:51:01.253048,05:25:13.376740,12:55:42,20:26:02.413512,21:00:09.375625
2018-07-10,16:56:00,"6100 S. Dorchester, Chicago, IL","6100 S Dorchester Ave, Chicago, IL 60637, USA",41.783985,-87.5921748,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:51:02.362291,05:25:13.967542,12:55:41,20:25:58.859136,21:00:05.306925
2018-07-10,21:51:00,"5723 S Dorchester, Chicago, IL","5723 S Dorchester Ave, Chicago, IL 60637, USA",41.7907993,-87.59130259999999,Male,Asian,Lane Violation,1,0,0.0,No,0,04:51:00.486971,05:25:12.424790,12:55:40,20:25:59.976069,21:00:06.753788
2018-07-11,09:27:00,"5700 University, Chicago, IL","5700 S Maryland Ave, Chicago, IL 60637, USA",41.79098,-87.60494469999999,Female,African American,Lane Violation,1,0,0.0,No,0,04:51:52.328183,05:25:59.531729,12:55:52,20:25:34.554756,20:59:36.398971
2018-07-11,12:11:00,"6000 Woodlawn, Chicago, IL","Jackson Bark, 6000 S Lake Shore Dr, Chicago, IL 60637, USA",41.7864979,-87.5783354,Female,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:51:47.026023,05:25:54.012722,12:55:46,20:25:27.305097,20:59:28.934274
2018-07-11,14:52:00,"6000 Drexel, Chicago, IL","6000 S Drexel Ave, Chicago, IL 60637, USA",41.7858787,-87.6044278,Female,Caucasian,Lane Violation,1,0,0.0,No,0,04:51:53.442018,05:26:00.398367,12:55:52,20:25:33.445542,20:59:35.044601
2018-07-11,14:56:00,"5500 Lake Park, Chicago, IL","5500 S Lake Park Ave, Chicago, IL 60637, USA",41.7950649,-87.5878062,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,04:51:47.221087,05:25:54.622881,12:55:48,20:25:31.231976,20:59:33.272813
2018-07-11,21:40:00,"Midway Plaisance/Ellis, Chicago, IL","Midway Plaisance & S Ellis Ave, Chicago, IL 60637, USA",41.787163,-87.601216,Female,African American,Equipment,1,0,0.0,No,0,04:51:52.359105,05:25:59.377724,12:55:51,20:25:32.922991,20:59:34.583808
2018-07-12,01:05:00,"6000 S. Ellis, Chicago, IL","6000 S Ellis Ave, Chicago, IL 60637, USA",41.7853698,-87.6011668,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:52:42.720936,05:26:44.735804,12:55:59,20:25:01.795319,20:58:58.262805
2018-07-12,08:12:00,"1017 E 61st, Chicago, IL","1017 E 61st St, Chicago, IL 60637, USA",41.783962,-87.60050869999999,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:52:42.901839,05:26:44.849019,12:55:59,20:25:01.367783,20:58:57.768162
2018-07-12,08:31:00,"5140 Hyde Park, Chicago, IL","5140 S Kenwood Ave, Chicago, IL 60615, USA",41.801111,-87.593873,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:52:37.178123,05:26:39.950521,12:55:57,20:25:03.061488,20:59:00.280012
2018-07-12,09:51:00,"1301 E 55th, Chicago, IL","1301 E 55th St, Chicago, IL 60615, USA",41.7949235,-87.5947448,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,04:52:38.878059,05:26:41.352612,12:55:57,20:25:02.084898,20:58:59.008131
2018-07-12,10:36:00,"1522 E 53rd, Chicago, IL","1522 E 53rd St, Chicago, IL 60615, USA",41.79971099999999,-87.5879425,Male,Caucasian,Moving Violation - Other,1,0,0.0,No,0,04:52:36.091269,05:26:38.796349,12:55:56,20:25:01.370378,20:58:58.522166
2018-07-12,20:31:00,"6000 S. Dorchester, Chicago, IL","6000 S Dorchester Ave, Chicago, IL 60637, USA",41.7865505,-87.5915038,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:52:40.116180,05:26:42.187964,12:55:57,20:24:59.703215,20:58:56.227136
2018-07-12,20:44:00,"1165 E. 61st St, Chicago, IL","1165 E 61st St, Chicago, IL 60637, USA",41.7839783,-87.5970268,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:52:42.061770,05:26:44.009782,12:55:58,20:25:00.535556,20:58:56.936763
2018-07-12,21:30:00,"6000 S. Stony Island, Chicago, IL","6000 S Stony Island Ave, Chicago, IL 60637, USA",41.7857879,-87.586997,Female,African American,Lane Violation,0,1,4.0,Yes,0,04:52:39.217529,05:26:41.252700,12:55:56,20:24:58.475904,20:58:54.963529
2018-07-12,21:40:00,"5100 S. Greenwood, Chicago, IL","5100 S Greenwood Ave, Chicago, IL 60615, USA",41.8023062,-87.5998123,Male,African American,Equipment,1,0,0.0,No,0,04:52:38.316416,05:26:41.146278,12:55:59,20:25:04.715470,20:59:01.990960
2018-07-13,09:51:00,"5500 S Harper, Chicago, IL","5500 S Harper Ave, Chicago, IL 60637, USA",41.7950057,-87.58873059999999,Male,African American,Traffic Sign/Signal,0,1,2.0,No,0,04:53:28.656936,05:27:26.048278,12:56:04,20:24:27.838742,20:58:19.497230
2018-07-13,17:45:00,"5736  S. Woodlawn, Chicago, IL","5736 S Woodlawn Ave, Chicago, IL 60637, USA",41.7903698,-87.5966892,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:53:31.675640,05:27:28.845521,12:56:05,20:24:28.867343,20:58:20.306332
2018-07-13,18:31:00,"6200 S. Stony Island, Chicago, IL","6200 S Stony Island Ave, Chicago, IL 60637, USA",41.782257,-87.58686999999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:53:31.255177,05:27:28.038025,12:56:03,20:24:24.970779,20:58:16.026177
2018-07-13,19:28:00,"5600 S. Stony Island, Chicago, IL","5600 S Stony Island Ave, Chicago, IL 60637, USA",41.793392,-87.586911,Male,African American,Lane Violation,1,0,0.0,No,0,04:53:28.605501,05:27:25.919812,12:56:03,20:24:27.095626,20:58:18.677768
2018-07-13,19:52:00,"5500 S. University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:53:31.067086,05:27:28.439312,12:56:06,20:24:30.076148,20:58:21.715685
2018-07-13,19:52:00,"5500 S. University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:53:31.067086,05:27:28.439312,12:56:06,20:24:30.076148,20:58:21.715685
2018-07-13,19:58:00,"5500 S. University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Male,African American,Traffic Sign/Signal,0,1,1.0,No,0,04:53:31.067086,05:27:28.439312,12:56:06,20:24:30.076148,20:58:21.715685
2018-07-13,19:58:00,"5500 S. University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Male,African American,Traffic Sign/Signal,0,1,1.0,No,0,04:53:31.067086,05:27:28.439312,12:56:06,20:24:30.076148,20:58:21.715685
2018-07-13,23:45:00,"E/B MDW Plaisance & Dorchester, Chicago, IL","Chicago Midway International Airport (MDW), 5700 S Cicero Ave, Chicago, IL 60638, USA",41.78677589999999,-87.7521884,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:54:09.876240,05:28:06.872349,12:56:43,20:25:05.489885,20:58:56.756545
2018-07-14,15:28:00,"6000 S Kenwood, Chicago, IL","6000 S Kenwood Ave, Chicago, IL 60637, USA",41.7849176,-87.59309429999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:54:24.569842,05:28:16.238400,12:56:12,20:23:52.148670,20:57:37.916252
2018-07-14,19:07:00,"5641 S Woodlawn, Chicago, IL","5641 S Woodlawn Ave, Chicago, IL 60637, USA",41.7920401,-87.59611079999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:54:23.607406,05:28:15.613190,12:56:12,20:23:54.213274,20:57:40.314986
2018-07-15,01:21:00,"5600 S Lake Park, Chicago, IL","5600 S Lake Park Ave, Chicago, IL 60637, USA",41.7933635,-87.58798150000001,Female,Hispanic,Lane Violation,1,0,0.0,No,0,04:55:14.992923,05:29:01.668779,12:56:17,20:23:15.676328,20:56:56.284116
2018-07-15,01:56:00,"6330 S University, Chicago, IL","6330 S University Ave, Chicago, IL 60637, USA",41.7793666,-87.5972263,Male,African American,Follow too close,1,0,0.0,No,0,04:55:20.498502,05:29:06.516948,12:56:19,20:23:15.283417,20:56:55.240004
2018-07-16,12:09:00,"5700 Stony, Chicago, IL","5700 S Stony Island Ave, Chicago, IL 60637, USA",41.791208,-87.587149,Female,Caucasian,Moving Violation - Other,1,0,0.0,No,0,04:56:10.071045,05:29:51.114764,12:56:23,20:22:36.259859,20:56:11.082151
2018-07-16,12:41:00,"1174 E 57th, Chicago, IL","1174 E 57th St, Chicago, IL 60637, USA",41.7914172,-87.59720970000001,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:56:12.438492,05:29:53.491799,12:56:25,20:22:38.711967,20:56:13.543747
2018-07-16,18:58:00,"860 E. 59th St., Chicago, IL","860 E 59th St, Chicago, IL 60637, USA",41.7878852,-87.60412989999999,Male,Caucasian,Lane Violation,1,0,0.0,No,0,04:56:14.921986,05:29:55.810685,12:56:27,20:22:39.719505,20:56:14.388274
2018-07-16,20:02:00,"5200 S. Ingleside, Chicago, IL","5200 S Ingleside Ave, Chicago, IL 60615, USA",41.80061000000001,-87.60318699999999,Male,African American,Traffic Sign/Signal,0,1,2.0,No,0,04:56:11.735013,05:29:53.216572,12:56:27,20:22:41.844646,20:56:17.100510
2018-07-16,20:33:00,"5300 S. Dorchester, Chicago, IL","5300 S Dorchester Ave, Chicago, IL 60615, USA",41.79931020000001,-87.59196039999999,Male,African American,Lane Violation,0,1,2.0,No,0,04:56:09.341390,05:29:50.762541,12:56:24,20:22:38.911272,20:56:14.107323
2018-07-16,21:08:00,"6000 S. Dorchester, Chicago, IL","6000 S Dorchester Ave, Chicago, IL 60637, USA",41.7865505,-87.5915038,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:56:12.200216,05:29:53.026959,12:56:24,20:22:36.444071,20:56:11.051494
2018-07-16,21:08:00,"6000 S. Dorchester, Chicago, IL","6000 S Dorchester Ave, Chicago, IL 60637, USA",41.7865505,-87.5915038,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:56:12.200216,05:29:53.026959,12:56:24,20:22:36.444071,20:56:11.051494
2018-07-17,08:20:00,"Midway Plaisance at Dorchester, Chicago, IL","Midway Plaisance & S Dorchester Ave, Chicago, IL 60637, USA",41.7872723,-87.59150489999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:57:07.867792,05:30:43.069274,12:56:29,20:21:55.807591,20:55:24.644232
2018-07-17,08:20:00,"Midway Plaisance at Dorchester, Chicago, IL","Midway Plaisance & S Dorchester Ave, Chicago, IL 60637, USA",41.7872723,-87.59150489999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:57:07.867792,05:30:43.069274,12:56:29,20:21:55.807591,20:55:24.644232
2018-07-17,08:51:00,"5144 Cornell, Chicago, IL","5144 S Cornell Ave, Chicago, IL 60649, USA",41.7729205,-87.5854806,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:57:09.726291,05:30:44.265675,12:56:28,20:21:51.738306,20:55:19.919459
2018-07-17,18:26:00,"5331 S. Greenwood, Chicago, IL","5331 S Greenwood Ave, Chicago, IL 60615, USA",41.798436,-87.59926600000001,Male,Caucasian,Lane Violation,1,0,0.0,No,0,04:57:07.159184,05:30:42.876112,12:56:31,20:21:59.711537,20:55:29.058475
2018-07-17,18:22:00,"5300 S. Blackstone, Chicago, IL","5300 S Blackstone Ave, Chicago, IL 60615, USA",41.7991979,-87.590829,Female,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,04:57:04.957370,05:30:40.709635,12:56:29,20:21:57.827042,20:55:27.208967
2018-07-17,20:12:00,"Midway Plaisance/Dorchester, Chicago, IL","Midway Plaisance & S Dorchester Ave, Chicago, IL 60637, USA",41.7872723,-87.59150489999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,04:57:07.867792,05:30:43.069274,12:56:29,20:21:55.807591,20:55:24.644232
